62 -22.934928 -43.605379 0.04668393846858997 4.8280201092683335 0.7694400786006496 1.7987324158274671  127 2.504 66 2.412 101 2.504 37 2.518 63 2.517 77 2.413
63 -22.946348 -43.584147 0.3015778560836897 2.4839881142853257 2.4185590418974954 0.502793241293429  66 2.504 101 2.413 199 2.504 187 2.412 203 2.517 62 2.517
64 -22.995300 -43.370197 2.21590580365128 1.310054103093428 1.9636753974329544 1.4951247324040602  5 2.516 93 2.412 97 2.505 122 2.466
65 -22.977151 -43.649438 0.16173658203350377 1.393882812265529 3.9519665764982013 0.41769326836331266  215 2.503 90 2.517 179 2.517 210 2.412 169 2.033
66 -22.956620 -43.605911 0.08046323477090607 2.0558945693321977 3.3692082443722025 0.4178053363306993  127 2.517 187 2.517 215 2.503 38 2.412 62 2.412 63 2.504
67 -22.972522 -43.412678 1.1176838029950582 2.443460362878554 1.7443140963794403 0.8582769079722068  44 2.504 87 2.412 5 2.516 135 2.516 73 2.505 51 2.412
68 -22.803136 -43.236495 2.0455181968258302 2.501570322849088 0.42968709399238886 0.6440739808066832  159 2.194 131 2.354 165 2.198 119 2.142
69 -22.889206 -43.690292 0.3325022808542126 5.0213913258011145 0.2800878273141936 0.921447767039905  18 2.040 192 2.443 208 2.519 150 2.504 42 2.413 112 2.504
70 -22.872093 -43.517801 0.14236993597169645 1.918718299398101 3.421822253052636 2.687949099996604  79 2.506 13 2.506 201 2.518 11 2.518 140 2.414 29 2.415
71 -22.899288 -43.303338 0.4567679995546468 0.37929907505679794 4.909099414858236 5.959400794955837  14 2.507 148 2.414 50 2.517 207 2.414 180 2.517 76 2.507
72 -22.888161 -43.733241 1.4362178203712395 3.519817339673559 0.5023105990780539 0.9098916658920861  144 2.399 185 2.509 192 2.504 150 2.508
73 -22.962225 -43.390913 0.8937622372480475 1.143151788890058 2.9094066638822156 2.180330798006415  67 2.505 5 2.412 93 2.516 94 2.505 60 2.412 51 2.516
74 -22.962824 -43.711884 0.034734262061865244 3.1075048136940735 1.22251151433647 1.205409954800748  83 2.537 3 2.255 176 2.223 151 2.460
75 -22.867253 -43.281055 1.046773728144015 0.4415786100872056 4.161061892136013 8.459122964453021  158 2.415 128 2.517 14 2.415 217 2.508 207 2.507 6 2.518
76 -22.909605 -43.325100 0.051105202110259686 5.354271341578686 0.3363265335481931 2.484101457119111  142 2.413 148 2.517 50 2.414 71 2.507 154 2.517 223 2.506
77 -22.913230 -43.604847 0.47643782693189457 0.6909915549615234 4.335775188063793 3.889814659432575  101 2.518 37 2.504 62 2.413 27 2.414 139 2.504 155 2.518
78 -22.939434 -43.433390 0.04222802633427109 5.5614451626491315 0.16751427487070122 1.0464568910985517  125 2.505 212 2.413 143 2.517 135 2.412 51 2.517 184 2.505
79 -22.882384 -43.539562 0.1779544048786628 2.145923152961607 2.899600639684755 1.8817558717388827  49 2.518 36 2.505 70 2.506 182 2.414 11 2.414 140 2.518
80 -22.886818 -43.367578 0.15475311027402563 1.315792512440117 4.1974912106441895 3.698528456602998  15 2.414 91 2.506 164 2.507 133 2.415 222 2.518 154 2.517
81 -23.044437 -43.650103 0.0 3.9292804963571863 0.0 0.2768345951842319 
82 -22.944806 -43.218367 0.02283389169373775 5.51920438504708 0.22307593529956563 1.9171695525570183  157 2.413 92 2.516 205 2.506 167 2.413 138 2.507 197 2.516
83 -22.949646 -43.732113 0.04453797057424475 3.203565437663698 0.0 0.48796965629570765  88 2.038 176 2.085 74 2.537
84 -22.822742 -43.323011 1.281925936983177 0.31999800094113795 3.808945197496048 6.987852400016659  211 2.518 213 2.508 220 2.464 206 2.382 23 2.416
85 -22.979451 -43.563445 0.32365331990663715 4.588663064047442 0.6712325103196255 0.4177339168014113  114 2.504 187 2.517 175 2.516 58 2.503 203 2.412 99 2.411
86 -22.823172 -43.495766 0.0 2.6758072683737195 0.0 1.5368909836863363  177 2.250 168 1.880
87 -22.994207 -43.413203 0.643832407692033 2.374233236853184 1.9600690317131209 1.3178300028078747  44 2.516 35 2.504 67 2.412 39 1.934 5 2.504 122 2.452
88 -22.931427 -43.734350 0.0 5.769252926862224 0.0 0.9209973951458256  144 2.413 83 2.038 173 2.503 176 2.518 28 2.518
89 -22.916626 -43.475863 0.0 5.77219751177529 0.0 3.0056185924647836  143 2.517 160 2.414 102 2.505 104 2.413 22 2.505 196 2.518
90 -22.965726 -43.670668 0.12422326603884976 3.8858459933132723 0.9907862155634661 1.0299919406418112  3 2.517 151 2.472 96 2.412 210 2.503 65 2.517
91 -22.897128 -43.389340 0.12499669320702463 4.121547672174182 1.4644236412745208 1.3973032504784515  80 2.506 15 2.517 178 2.518 202 2.414 61 2.506 222 2.414
92 -22.933433 -43.239612 0.3550100316190922 1.9498349342432149 3.46047789626333 8.506486666123672  126 2.516 82 2.516 200 2.506 205 2.413 167 2.507 123 2.413
93 -22.973614 -43.369673 1.1232564007715589 2.356754993630048 0.6529244540220047 1.2691162623416785  5 2.505 94 2.412 152 2.505 73 2.516 97 2.516 64 2.412
94 -22.951924 -43.369150 1.1557464905148134 1.1735420928777087 2.688722553557334 5.050506013508558  45 2.413 93 2.412 152 2.516 60 2.516 194 2.505 73 2.505
95 -22.890372 -43.647305 0.5375189410569327 3.5687068570387543 1.3863547725981042 1.5377565461675469  141 2.505 136 2.413 208 2.504 137 2.398 155 2.518 112 2.519
96 -22.944037 -43.670134 0.21691673741140774 2.015452855785398 2.8691036183562297 0.9215411358281038  54 2.503 3 2.503 90 2.412 193 2.518 210 2.517 170 2.413
97 -22.985000 -43.348432 0.16284146819006473 4.631809938117537 0.7862593339552127 1.4291664586269366  171 2.515 116 2.505 93 2.516 152 2.412 64 2.505
98 -22.960018 -43.476918 0.007246777072986013 5.6217660309220365 0.13909623885198025 0.18887688715705686  125 2.505 172 2.504 1 2.412 104 2.412 130 2.517 30 2.516
99 -23.001133 -43.563976 0.27406856796431295 4.871628340390239 0.3681297695651444 0.41764239972604517  32 2.410 85 2.411 162 2.516 175 2.503 58 2.516 118 2.503
100 -22.997003 -43.284476 0.004530051424836718 5.005358436012173 0.4729530945812804 0.9825256946707874  48 2.446 117 2.363 21 2.510 134 2.464
101 -22.924653 -43.583616 0.2466938312909655 4.220333629973888 1.25844032115984 2.0064827620761956  199 2.518 62 2.504 209 2.504 139 2.413 63 2.413 77 2.518
102 -22.926917 -43.497625 0.0 5.6842320368274 0.0823024988841689 1.7187876454781472  104 2.517 130 2.413 190 2.505 89 2.505 108 2.517 196 2.413
103 -23.064719 -43.562232 0.034823059126866215 2.9925972482447123 0.6137167664872977 0.13286389984732377  41 2.268 225 2.052
104 -22.938325 -43.476390 0.0 5.768418805001784 0.0025185435490913594 0.6061176450108944  125 2.517 143 2.505 102 2.517 130 2.505 89 2.413 98 2.412
105 -22.927921 -43.774519 0.10340344763829232 3.605347965688008 0.0 0.5613376645478382  12 2.123 28 2.131
106 -22.862912 -43.453047 0.639929003363261 0.40987970426337567 4.575871008638488 4.45777075040743  124 2.518 147 2.415 4 2.506 107 2.506 26 2.519
107 -22.852638 -43.431270 0.04468025369987831 4.9420307203551 0.5949193482140075 3.539896447045661  124 2.411 174 2.515 106 2.506 219 2.507
108 -22.915506 -43.518859 0.06308902806881228 2.9120334183817285 2.3366248216902825 1.46188398793112  102 2.517 190 2.413 182 2.518 196 2.505 156 2.505 140 2.414
109 -22.958897 -43.519917 0.0 5.7694159533021265 0.0 0.4203825986075539  114 2.504 172 2.517 130 2.504 190 2.412 218 2.412 224 2.517
110 -22.838955 -43.538503 0.05132902324495417 4.9435743394474425 0.48329941521125674 1.4629650063314645  177 2.468 40 2.506 11 2.415 29 2.519
111 -22.904511 -43.176265 3.4091255667140126 0.02788259958891522 0.4242989088146248 2.600506295043712  181 2.175 121 2.228
112 -22.878937 -43.668532 0.21291345884816237 3.323780424793291 1.7050179888741555 1.0428403337952545  18 2.301 69 2.504 208 2.414 137 2.507 95 2.519
113 -22.901915 -43.217820 2.8372206637225856 0.10030793531945216 2.4496129210168953 4.109171258427719  145 2.456 167 2.356 120 2.503 121 2.532 123 2.437
114 -22.969176 -43.541681 0.0 5.410724430872556 0.29064377999997393 0.4177894105260465  85 2.504 175 2.411 218 2.517 203 2.517 109 2.504 224 2.412
115 -22.837327 -43.261273 1.8674432298831591 0.3343967192844373 1.6101489566436642 5.216349505954423  158 2.174 217 2.188 216 2.444 165 2.775 119 2.870 52 2.554
116 -22.974695 -43.326667 0.16958225007741676 3.7920479768780355 1.5960322490640217 1.322865614871649  171 2.412 188 2.412 149 2.505 134 2.516 152 2.516 97 2.505
117 -22.975764 -43.283660 0.005091654490294059 4.917979081212323 0.8292154449165658 0.35911050496694813  198 2.506 149 2.516 21 2.515 134 2.505 195 2.412 100 2.363
118 -23.011400 -43.585741 0.06278506345068337 5.703069221634719 0.0 0.4175866872242113  32 2.516 46 2.516 17 2.410 129 2.220 58 2.411 99 2.503
119 -22.812173 -43.254952 2.770759445457626 0.5890626471587439 0.11996674921812459 0.41577902147194506  115 2.870 216 2.884 68 2.142 165 1.988
120 -22.890022 -43.238573 2.4451494323118106 0.17910101840295745 2.939885672453159 6.609224651679915  128 2.517 145 2.349 20 2.507 183 2.389 113 2.503 123 2.414
121 -22.912776 -43.196086 1.8135348868991512 0.24989748883854931 3.584161685597173 5.575641138493556  111 2.228 181 2.242 167 2.507 138 2.413 113 2.532
122 -23.004602 -43.392072 0.585770865581877 2.2642592290705066 2.1636722713812495 1.3250126773449955  87 2.452 39 2.453 5 2.301 64 2.466
123 -22.911730 -43.239092 1.1132091991965116 0.7599495936332152 3.7829252357032317 10.606141358651437  126 2.507 92 2.413 20 2.517 167 2.516 120 2.414 113 2.437
124 -22.874321 -43.431812 1.0652882565954154 0.06413278199053198 4.496382579051262 3.868067229524607  174 2.506 147 2.506 106 2.518 178 2.518 107 2.411 191 2.414
125 -22.949728 -43.455154 0.0 5.770432960848303 0.0 0.45493598758454784  78 2.505 143 2.413 104 2.517 135 2.517 98 2.505 30 2.412
126 -22.922055 -43.260855 0.37229568479630687 1.3322278222775454 4.00111969061312 6.903433634992517  200 2.413 92 2.516 20 2.414 180 2.517 166 2.506 123 2.507
127 -22.945198 -43.627141 0.2756469693258108 5.127788388478683 0.3345979539101544 0.8940934789350251  54 2.518 66 2.517 215 2.412 37 2.413 62 2.504 210 2.503
128 -22.878640 -43.259815 1.5385249260215896 0.08391967343216093 4.0706600527554455 8.511556309601147  14 2.507 217 2.415 20 2.414 120 2.517 75 2.517 183 2.449
129 -23.020499 -43.605054 0.0 3.878107556982613 0.0 0.26974938417472516  53 2.428 46 2.289 17 2.376 118 2.220
130 -22.948613 -43.498153 0.0 5.751985634650559 0.01819285773358295 0.48079552960584304  172 2.412 102 2.413 104 2.505 190 2.517 109 2.504 98 2.517
131 -22.811705 -43.215488 0.7588473827281635 1.248861845466099 2.054627481649359 1.752825374831604  159 1.831 214 2.390 68 2.354 165 2.731
132 -22.854788 -43.345294 0.4017269771632764 0.3748761135349991 4.913679744294781 7.838181481133214  31 2.518 213 2.415 47 2.518 164 2.415 133 2.507 23 2.507
133 -22.865105 -43.367054 0.8391289806401925 0.07212113987292018 4.8080226651351605 6.423805628550553  31 2.415 80 2.415 164 2.518 132 2.507 25 2.518 222 2.507
134 -22.986075 -43.305425 0.7592761091077659 3.238552960934065 1.7374285967634502 1.5412844262231291  171 2.505 48 2.300 116 2.516 117 2.505 149 2.412 100 2.464
135 -22.961127 -43.433916 0.0 5.685607229551049 0.08021422755338575 0.4301287595643055  78 2.412 125 2.517 44 2.412 67 2.516 51 2.505 30 2.505
136 -22.912075 -43.647838 0.7357988807746085 2.7458094751732203 2.1256688016234286 1.650870610047558  54 2.413 37 2.518 208 2.518 95 2.413 155 2.504 170 2.504
137 -22.868808 -43.646667 0.7769634298336954 3.2148128806216136 0.6207384047924729 1.761306323502361  112 2.507 95 2.398 141 2.501
138 -22.934478 -43.196604 0.16165908952937735 2.3214829764602647 3.284190618661085 6.9025941602055525  82 2.507 181 2.240 167 2.516 121 2.413 197 2.413
139 -22.902953 -43.583085 0.5822916128314221 0.2527661738881518 4.302916505072932 2.93173594114949  43 2.414 101 2.413 36 2.505 209 2.518 27 2.518 77 2.504
140 -22.893802 -43.518330 0.2479650733856453 4.44359002711739 0.9944986846269327 2.30628180017314  79 2.518 201 2.505 70 2.414 108 2.414 182 2.505 196 2.518
141 -22.880098 -43.625544 1.2014092635091413 1.6845955240246036 2.2550997281044403 1.8270813240284587  34 2.503 95 2.505 137 2.501 27 2.518 155 2.414
142 -22.931307 -43.325623 0.12263212752556531 3.213434543507642 2.207111467182785 0.5467642688391084  188 2.413 148 2.506 194 2.506 76 2.413 223 2.517 33 2.516
143 -22.928032 -43.454627 0.0 5.699208760395898 0.0656525284191317 1.1004031908324687  125 2.413 212 2.505 78 2.517 104 2.505 89 2.517 22 2.413
144 -22.909730 -43.733814 4.406532630057225 1.3091710406018262 0.054809084530139655 0.9211985127986001  185 2.446 173 2.518 88 2.413 150 2.504 72 2.399 28 2.503
145 -22.879831 -43.218483 2.8817011120859606 0.09123451463402436 0.9349329179680126 1.5145335060901213  120 2.349 183 2.410 113 2.456
146 -22.831982 -43.387767 0.2889663539384088 1.125500508291396 4.265413283353424 5.574289146431382  31 2.518 186 2.508 219 2.507 25 2.415
147 -22.884624 -43.453574 0.3918498793507189 0.8162248200953537 4.524326859361195 5.184845792107518  124 2.506 160 2.506 106 2.415 4 2.518 191 2.518 22 2.414
148 -22.920993 -43.303860 0.027278663106374387 5.213696726576868 0.5321702113080216 2.4340805400275887  142 2.506 71 2.414 166 2.516 180 2.507 76 2.517 33 2.413
149 -22.964386 -43.304903 0.0 5.4834672743607396 0.28715648658039 0.9059940342289138  188 2.516 116 2.505 117 2.516 134 2.412 195 2.506 33 2.412
150 -22.899470 -43.712053 0.8720252685440574 3.2987677660193095 1.5542378260692036 0.921323335703851  144 2.504 173 2.413 69 2.504 192 2.329 72 2.508 42 2.518
151 -22.975634 -43.692286 0.12180373692497676 0.4275409664918434 4.80714575087993 2.398409739185998  3 2.372 90 2.472 74 2.460
152 -22.963311 -43.347909 0.7544776914455498 1.971932635418745 2.242792242367117 3.4469617987598498  188 2.505 116 2.516 93 2.505 94 2.516 194 2.412 97 2.412
153 -23.032771 -43.501976 0.11624632462352068 3.168602462457941 0.6913140197362032 0.6690506759064396  55 2.589 57 2.136 204 2.347 10 2.226
154 -22.898214 -43.346340 0.19490989151633334 2.1608695030166034 3.3819383720928546 5.12460199460012  80 2.517 15 2.506 50 2.507 164 2.414 76 2.517 223 2.414
155 -22.901803 -43.626076 0.08849429910012815 4.153474563164413 1.3966599641829067 2.5557354546312263  37 2.413 95 2.518 27 2.505 136 2.504 77 2.518 141 2.414
156 -22.925791 -43.540622 0.22081400892049396 2.519398206817921 2.793184475807118 1.4616908316169124  199 2.504 190 2.517 108 2.505 182 2.413 209 2.518 224 2.413
157 -22.966501 -43.218886 1.3390521088875589 2.999481939226929 1.4150952173611033 2.508522878548241  82 2.413 205 2.516 7 2.506 8 2.430 197 2.506
158 -22.845534 -43.280534 0.39745839941618577 0.8660938117323119 4.446645863282379 7.71794531523725  211 2.518 115 2.174 217 2.518 216 2.415 6 2.508 75 2.415
159 -22.795288 -43.216851 1.1856185742417396 1.8140615868373275 0.6981958160331565 1.800991741448494  214 2.602 68 2.194 131 1.831
160 -22.894922 -43.475335 0.1761150077243422 2.400897788161793 3.1555051587565996 3.298194319650573  147 2.506 4 2.414 201 2.518 89 2.414 22 2.518 196 2.505
161 -22.791212 -43.174739 0.3621360690500552 0.7807881402963247 2.36747390777272 5.19088776705824  214 2.426
162 -23.012540 -43.542740 0.01402258496462272 4.017026871592826 1.4586940080898645 0.3545488712808808  32 2.503 2 2.410 175 2.411 59 2.503 10 2.516 99 2.516
163 -22.993103 -43.456207 0.28931981459611855 3.063875414914534 1.468571393883835 1.2053192352220679  44 2.504 1 2.516 16 2.392 35 2.516 19 2.504 30 2.411
164 -22.876504 -43.345817 0.8875644688228855 0.10583617679295343 4.723245517127108 7.2490208267225595  80 2.507 47 2.507 50 2.517 132 2.415 133 2.518 154 2.414
165 -22.822735 -43.239297 2.618744645662253 0.5493294098163627 0.7683596963494989 0.43473187716590117  115 2.775 68 2.198 131 2.731 119 1.988 52 2.771
166 -22.932376 -43.282618 0.008716845756414203 5.7019677665783615 0.05580215582733539 2.0813498665678787  126 2.506 200 2.516 148 2.516 180 2.413 195 2.413 33 2.506
167 -22.923107 -43.217849 0.5194455160346718 1.1725424726406635 4.051388705266432 7.729905020744757  82 2.413 92 2.507 138 2.516 121 2.507 113 2.356 123 2.516
168 -22.840080 -43.495513 0.19111258269883108 4.907968614790547 0.6073869619483364 3.2602562554528687  13 2.415 86 1.880 177 2.391 26 2.518 29 2.506
169 -22.995344 -43.647441 0.05576299870765625 1.957023732211143 1.1860541884020532 0.49810189728405296  179 2.108 65 2.033
170 -22.922343 -43.669600 0.415456438383216 1.3571629522364124 3.778037983229913 0.9211699218115454  54 2.518 96 2.413 208 2.413 193 2.503 136 2.504 42 2.518
171 -22.996381 -43.327190 0.6104090085792941 2.883834803095311 2.116656523646079 1.5070566531278924  48 2.465 116 2.412 134 2.505 97 2.515
172 -22.970303 -43.498682 0.19542144002557682 4.009200711094781 1.4349555187643952 0.18885202646092267  1 2.516 130 2.412 218 2.504 109 2.517 9 2.411 98 2.504
173 -22.921170 -43.712589 0.9574460213987532 4.264710041214605 0.4726010441144715 0.9211223080104237  144 2.518 88 2.503 176 2.413 150 2.413 193 2.518 42 2.503
174 -22.864014 -43.410052 2.630709734095199 1.5904019096318391 1.4150088591270225 2.5727264084324437  124 2.506 178 2.415 107 2.515 219 2.415 25 2.507 222 2.518
175 -22.990861 -43.542211 0.11731043206288763 3.586523679440083 1.632107602187866 0.41769793448336195  114 2.411 85 2.516 162 2.411 218 2.504 59 2.516 99 2.503
