0 -23.010723604624584 -43.47492977158265 0 4.321869366217472 0.074521345462107 0.0 5397.5075990258265 51.56385338112558 70 0.028272680871503076 249 0.014169529879614406 201 0.03178448614340933 261 0.016824496632410913 214 0.032687487061620946 204 0.01776075577223723
1 -22.911029661362196 -43.68692967206421 3 1.489539936231052 0.615408603083731 0.0 56811.647067823505 7102.746934109211 206 0.033796803391229334 94 0.02161021825139971 156 0.028700100029501668 96 0.020410526289325402 294 0.020329694886321945 15 0.027834096777121703
2 -22.988397325095452 -43.35737494958718 0 4.417049900193077 0.123445832940316 0.0 5791.2324394756915 2241.488079395089 273 0.015357076193329131 65 0.03035236599053029 284 0.020821546519923902 66 0.009617491343949054 197 0.025866141775985643 229 0.030110930327114798
3 -23.05979708358757 -43.146659111742295 0 0.166797796552663 0.007516340981292 0.0 0.0 0.0
4 -22.823925517638585 -43.24163589456825 1 0.537612669228417 2.390820057514727 0.0 3952.5532028725456 1018.2039113824906 100 0.018220458650037376 168 0.02005604308922696 104 0.020836411260535037 209 0.03486979163592155 170 0.025126504619362774 51 0.025667903639399855
5 -22.92033947047388 -43.755354949610236 2 1.922789849577358 0.110206185145165 3.266093733694875 0.0 0.0 219 0.020961969534366357 141 0.017721132009305512 101 0.020592300258551247 144 0.02447962670898136 107 0.014095203858540524 198 0.014396675554392621
6 -22.800646634771752 -43.3063366016999 0 0.022272936157376 0.000406186654445 0.0 0.2290449268779028 0.004414869436832597 171 0.011812944527645171 257 0.01901185536317229 46 0.028350588084136766
7 -23.035123471166102 -43.19757014848865 0 0.140000782441326 0.0 0.0 0.0 0.0 258 0.019726517895872438 112 0.03801250704035804 36 0.00960113223285479
8 -22.87425606317762 -43.713623061489415 0 4.604807386305167 0.087071457342926 0.0 115.21862025284858 0.0 122 0.020166816918243836 206 0.03010827541510162 96 0.03832012143098578 216 0.0219970108245807
9 -22.834140259943435 -43.301773356155095 3 0.062947114592164 0.293369925616216 0.058603891878861 366088.6342826829 20533.873077896133 171 0.022173879714749736 189 0.023338951445319958 136 0.019538487022342652 193 0.023184712925857116 173 0.018910116485982693 287 0.028052903251957532
10 -22.86512791784064 -43.36557573383365 3 0.095149503600746 0.672262388160828 0.030397770301941 296034.885238324 2904.8880349112555 246 0.022079507795722056 48 0.019408360874499164 157 0.01969364406750991 13 0.021419850351224474 133 0.02501456939366748 166 0.02242992935481152
11 -22.927719178903487 -43.60340864886002 0 4.51231532203508 0.046735026384686 0.0 5189.3990297750615 586.739666092973 121 0.029039897391548396 218 0.029542905758994854 130 0.020913193067621606 210 0.014637346069498448 285 0.024375320491078954 268 0.02776132866829513
12 -22.81794061942194 -43.15745853191771 4 0.0 0.0 0.0 0.0 0.0 135 0.02127847927859506 137 0.02362225126430218 42 0.016822141747849823 207 0.03608268270173192
13 -22.876532482947347 -43.34744438297952 3 0.139526893625022 0.761495656820251 0.061984171250658 1240504.1683920277 55863.01319144734 10 0.021419850351224474 123 0.017673862680177115 44 0.026141305468634485 157 0.02176724767034855 266 0.021722045324821002 166 0.026110821251743334
14 -22.932606801673366 -43.65612196478067 0 2.359781516746028 0.22022652254234 0.046453586231066 33325.344655755514 11950.036177489896 59 0.020054423078191545 218 0.02464001199477608 220 0.02329976843355117 162 0.028840502878384286 268 0.026929024136914295 15 0.01367053776798647
15 -22.919643470514707 -43.66046197032639 3 1.535998716314071 0.315764122252402 0.0 61946.45487173512 6160.413902244465 59 0.00897111432147825 1 0.027834096777121703 94 0.030110346785720995 156 0.019069539430266343 162 0.032897999832935385 14 0.01367053776798647
16 -22.812400962553426 -43.33820598350249 1 0.810777326848868 1.63821184177613 0.547972581780723 150339.82265554063 33353.084000638475 257 0.015007449188860131 193 0.019256474563294147 233 0.02198576397977374 177 0.026077292112750273 111 0.028998912915442408
17 -22.969814006460126 -43.4287434358303 0 5.212036884476394 0.0 0.0 76.05515553282142 97.62967411565445 255 0.033180523962956884 205 0.02333734443170529 75 0.04012768408548771 76 0.02480130788939041 234 0.03563067958623367 179 0.015381127781595567
